f,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
178803369.7947109,3.0851517315988093,3.094292083598519,3.1032345599981697,3.1124722083976732,3.1213702275965907,3.130634809592415,3.1399131203669803,3.148885739863993,3.157764538171138,3.1671541076783982,3.1760228788604143,3.18504640898469,3.833122658e-06,4.2806373288e-06,4.76671344e-06,5.3827410732e-06,6.524994837600001e-06,9.745351782399999e-06,2.03644447104e-05,5.452181975e-05,0.000156088293576,0.00043332341919999996,0.0011312846506,0.0027646037422799996
180387052.48083565,3.085151731598788,3.094292083598493,3.1032345599981372,3.1124722083976337,3.1213702275965436,3.1306348095923715,3.13991312036715,3.1488857398668966,3.15776453820087,3.16715410792475,3.1760228805815327,3.185046419353983,3.8670925944e-06,4.318492299999999e-06,4.808569056e-06,5.428046242800001e-06,6.570046707600002e-06,9.773201508799999e-06,2.0312100421199996e-05,5.4185372653999995e-05,0.00015488063757999998,0.0004297071703999999,0.00112157911616,0.0027406070694599998
181984677.2088506,3.0851517315987667,3.094292083598466,3.1032345599981044,3.1124722083975938,3.1213702275964956,3.130634809592327,3.139913120367314,3.148885739869743,3.157764538230085,3.167154108166643,3.176022882272848,3.185046429543066,3.901308435199999e-06,4.3566990832e-06,4.850812224000001e-06,5.4737748252e-06,6.6155932648000005e-06,9.8017943664e-06,2.0261315474400002e-05,5.3853539284e-05,0.00015368470984999998,0.0004261265146,0.00111195912444,0.0027168209877
183595111.76434565,3.0851517315987445,3.0942920835984387,3.103234559998071,3.112472208397553,3.1213702275964463,3.130634809592281,3.139913120367473,3.148885739872542,3.157764538258791,3.167154108404612,3.1760228839353664,3.1850464395542972,3.935875568e-06,4.395222497199999e-06,4.8934077120000005e-06,5.519926820400001e-06,6.661634509200002e-06,9.831165742399998e-06,2.021208987e-05,5.3525254934e-05,0.000152500510386,0.0004225743332,0.00110242111116,0.002693245497
185221714.36338472,3.0851517315987222,3.094292083598411,3.103234559998037,3.1124722083975116,3.1213702275963966,3.1306348095922334,3.1399131203676256,3.1488857398752845,3.1577645382869854,3.1671541086382344,3.176022885568231,3.1850464493900157,3.9707237344e-06,4.4340977232e-06,4.936390751999999e-06,5.5665375128e-06,6.708205775600002e-06,9.8612802496e-06,2.01644590476e-05,5.3201584309999996e-05,0.00015132839459,0.00041905774479999996,0.00109297220488,0.0026698805973599995
186862254.49559012,3.0851517315986996,3.0942920835983827,3.1032345599980022,3.112472208397469,3.121370227596346,3.130634809592185,3.1399131203677735,3.1488857398779775,3.1577645383146833,3.167154108867569,3.17602288717184,3.1850464590525385,4.0058880636e-06,4.4733247612e-06,4.9797613440000005e-06,5.6135363336e-06,6.7553070640000006e-06,9.892173275199998e-06,2.0118387567599998e-05,5.288181760799999e-05,0.00015016800706,0.0004155767494,0.0010836124056,0.00264672628878
188516703.45287278,3.0851517315986765,3.0942920835983543,3.103234559997967,3.1124722083974263,3.121370227596294,3.130634809592135,3.139913120367916,3.148885739880619,3.157764538341891,3.167154109093139,3.1760228887483954,3.1850464685471023,4.0413334264e-06,4.512903611200001e-06,5.023519488e-06,5.6609938516e-06,6.8029383744000005e-06,9.923844819199999e-06,2.0073910869599994e-05,5.2566309729999994e-05,0.00014901934779599994,0.00041212422839999996,0.00107433102048,0.0026237754325799997
190186231.1347387,3.085151731598653,3.094292083598325,3.103234559997931,3.1124722083973824,3.1213702275962416,3.1306348095920833,3.139913120368053,3.1488857398832093,3.1577645383686237,3.16715410931476,3.1760228902970455,3.1850464778773633,4.0771300812e-06,4.5528342732e-06,5.0676651840000005e-06,5.7088747824e-06,6.8510997068000005e-06,9.9562948816e-06,2.00309580744e-05,5.2255060676e-05,0.00014788206139599997,0.0004087037411,0.00106513517808,0.0026010244594200003
191870857.04045516,3.085151731598629,3.094292083598295,3.1032345599978948,3.112472208397338,3.121370227596188,3.1306348095920304,3.1399131203681847,3.148885739885755,3.157764538394879,3.1671541095322566,3.1760228918187545,3.185046487042574,4.1132428988e-06,4.5931167472000006e-06,5.112198432e-06,5.7572144104e-06,6.8997557264e-06,9.989488075199999e-06,1.9989564621599998e-05,5.1947360642e-05,0.000146756503262,0.0004053188468,0.0010560213141200003,0.00257848050798
193570594.3502825,3.0851517315986046,3.094292083598265,3.1032345599978575,3.1124722083972927,3.1213702275961333,3.1306348095919763,3.1399131203683117,3.1488857398882475,3.1577645384206714,3.1671541097461375,3.176022893313288,3.185046496047797,4.149671879199999e-06,4.6337510332e-06,5.157154464e-06,5.806012735600001e-06,6.9489771028e-06,1.0023459787199998e-05,1.9949730511199998e-05,5.1644274334e-05,0.000145642317992,0.0004019624269,0.00104699299288,0.0025561364395799997
195284177.54501158,3.0851517315985797,3.094292083598234,3.1032345599978197,3.1124722083972465,3.1213702275960777,3.1306348095919203,3.139913120368433,3.1488857398906966,3.157764538446007,3.167154109956224,3.176022894782175,3.185046504896555,4.1864170224e-06,4.6747371312e-06,5.2024980479999994e-06,5.855234473600001e-06,6.998763836e-06,1.0058245404800001e-05,1.9911455743199997e-05,5.134473704599999e-05,0.000144539505586,0.0003986380407,0.0010380430858,0.0025339886848799995
197014127.80610904,3.0851517315985544,3.094292083598203,3.103234559997781,3.1124722083971994,3.121370227596021,3.130634809591863,3.1399131203685493,3.148885739893097,3.1577645384709,3.1671541101627887,3.176022896225748,3.1850465135894885,4.2234783284e-06,4.716110222400001e-06,5.248229184000001e-06,5.904950193199999e-06,7.049080591200003e-06,1.0093809540799999e-05,1.9874704877999996e-05,5.1049458581999995e-05,0.00014344771064199997,0.00039534212889999996,0.00102917159288,0.00251204081322
198759187.70552668,3.0851517315985286,3.094292083598171,3.103234559997742,3.112472208397152,3.1213702275959636,3.1306348095918044,3.1399131203686608,3.1488857398954524,3.1577645384953477,3.1671541103656558,3.1760228976431892,3.185046522130059,4.2608909264e-06,4.7578351256e-06,5.294383104000001e-06,5.9550893256e-06,7.0998920336000015e-06,1.0130116807999999e-05,1.98395133552e-05,5.075808403999999e-05,0.000142367288562,0.00039207825080000004,0.00102038564268,0.00249028925526
200518000.92302135,3.0851517315985024,3.094292083598138,3.103234559997702,3.112472208397103,3.121370227595905,3.1306348095917444,3.139913120368767,3.1488857398977625,3.1577645385193645,3.1671541105648746,3.1760228990365578,3.185046530523044,4.2986196871999995e-06,4.7999118408e-06,5.340924576e-06,6.005722439600001e-06,7.1513041676e-06,1.01672379808e-05,1.98058811748e-05,5.047061341999999e-05,0.00014129788394399997,0.00038884640639999995,0.00101167454236,0.00246872687232
202294568.00453454,3.0851517315984758,3.094292083598105,3.1032345599976616,3.1124722083970537,3.121370227595845,3.1306348095916827,3.139913120368868,3.1488857399000287,3.157764538542955,3.167154110760711,3.176022900405035,3.185046538768993,4.336664610799999e-06,4.8424107304e-06,5.387924064000001e-06,6.0567789664e-06,7.2032816584000014e-06,1.0205137671999999e-05,1.97737728972e-05,5.018704672199999e-05,0.000140239496788,0.00038564303639999995,0.00100304542048,0.0024473572337400003
204086223.49297118,3.0851517315984487,3.0942920835980714,3.1032345599976203,3.112472208397003,3.121370227595784,3.130634809591619,3.1399131203689645,3.148885739902251,3.1577645385661333,3.167154110952993,3.176022901750072,3.1850465468698457,4.3750959556e-06,4.8852262508e-06,5.435311104000001e-06,6.108329474800001e-06,7.255789171200002e-06,1.02438512688e-05,1.97431885224e-05,4.9907383945999995e-05,0.00013919177169199998,0.0003824717001,0.00099449114848,0.00242618033952
205892928.86282158,3.085151731598421,3.094292083598037,3.103234559997578,3.112472208396952,3.1213702275957225,3.130634809591555,3.1399131203690556,3.1488857399044305,3.157764538588889,3.1671541111419823,3.1760229030714173,3.185046554828873,4.413808334e-06,4.9284639455999995e-06,5.483120928e-06,6.160373964800001e-06,7.308897375600002e-06,1.0283343384e-05,1.9714163489999995e-05,4.963162509199999e-05,0.00013815541945999999,0.0003793288382,0.00098601529064,0.00240519262032
207716075.8827116,3.085151731598393,3.094292083598002,3.1032345599975355,3.1124722083968996,3.1213702275956594,3.130634809591488,3.1399131203691417,3.148885739906567,3.157764538611251,3.16715411132751,3.176022904369385,3.1850465626492794,4.4529071336e-06,4.972088633599999e-06,5.531388768e-06,6.212877152000001e-06,7.362535602e-06,1.03236494048e-05,1.96866623604e-05,4.9359770159999996e-05,0.00013712937388599995,0.00037621800999999996,0.00097761784696,0.0023843905067999997
209557149.44778416,3.0851517315983648,3.0942920835979666,3.103234559997492,3.112472208396847,3.121370227595595,3.1306348095914203,3.139913120369223,3.1488857399086614,3.1577645386332165,3.167154111510042,3.1760229056448295,3.1850465703328843,4.4923572251999994e-06,5.0160651336e-06,5.58004416e-06,6.2658743208e-06,7.4167745200000015e-06,1.0364733943999998e-05,1.9660685133599998e-05,4.9091819149999996e-05,0.00013611399037199997,0.00037313209689999994,0.0009692952531600001,0.00236377399896
211411768.2733331,3.0851517315983354,3.0942920835979306,3.1032345599974476,3.1124722083967926,3.1213702275955297,3.130634809591351,3.1399131203692994,3.148885739910717,3.1577645386547903,3.1671541116891992,3.1760229068980457,3.1850465778828023,4.5321234796e-06,5.060463808e-06,5.6291575680000005e-06,6.3193301868e-06,7.47154346e-06,1.0406632388799999e-05,1.96362672492e-05,4.882741715999999e-05,0.000135109268918,0.00037007821750000003,0.0009610475092399999,0.0023433395274599996
213284332.6693227,3.0851517315983057,3.0942920835978938,3.1032345599974023,3.1124722083967375,3.121370227595463,3.13063480959128,3.1399131203693713,3.148885739912731,3.157764538675986,3.1671541118652344,3.1760229081293248,3.1850465852994843,4.5722410259999996e-06,5.105249475599999e-06,5.67869376e-06,6.373315318800001e-06,7.5269484264e-06,1.04493801264e-05,1.9613337827999997e-05,4.8566919092e-05,0.00013411485412199997,0.0003670528125,0.0009528746152000001,0.0023230906616399996
215173376.1107044,3.0851517315982755,3.0942920835978565,3.1032345599973565,3.1124722083966816,3.1213702275953956,3.130634809591207,3.139913120369438,3.1488857399147046,3.1577645386968,3.1671541120383924,3.176022909339486,3.1850465925885705,4.612744993599999e-06,5.1504221364e-06,5.728687968e-06,6.427759148e-06,7.582918749600001e-06,1.0492906382399999e-05,1.9591932309599997e-05,4.8310324945999995e-05,0.00013313110138599997,0.0003640523226,0.0009447730067600001,0.0023030166934799997
217078888.94520757,3.085151731598245,3.0942920835978183,3.1032345599973095,3.1124722083966248,3.1213702275953263,3.1306348095911325,3.1399131203695,3.148885739916638,3.1577645387172453,3.167154112208303,3.1760229105277507,3.1850465997478774,4.6536002532e-06,5.1959817903999996e-06,5.7791401919999995e-06,6.4827322432e-06,7.639489764400001e-06,1.0537246543999999e-05,1.9572086133599996e-05,4.805763472199999e-05,0.00013215765530799996,0.0003610838664,0.0009367498124799999,0.0022831283309999997
219000853.23359463,3.0851517315982138,3.0942920835977796,3.103234559997262,3.1124722083965666,3.121370227595256,3.130634809591056,3.139913120369557,3.1488857399185344,3.157764538737326,3.167154112375213,3.176022911695458,3.1850466067829477,4.6948068048e-06,5.241963618799999e-06,5.8300152e-06,6.5381993200000004e-06,7.696626136e-06,1.0582400611199998e-05,1.95537284208e-05,4.7808493517999986e-05,0.000131194515888,0.0003581438846,0.0009287979038000001,0.0022634148661799997
220940870.66748226,3.0851517315981822,3.09429208359774,3.1032345599972135,3.1124722083965075,3.1213702275951847,3.1306348095909784,3.1399131203696093,3.148885739920394,3.157764538757055,3.1671541125392815,3.1760229128428765,3.1850466136954054,4.736364648399999e-06,5.288367621599999e-06,5.881348224000001e-06,6.594160378400001e-06,7.754363199200001e-06,1.0628403971199998e-05,1.9536894610799998e-05,4.7562901334e-05,0.000130241327724,0.00035523024162,0.0009209172807200001,0.0022438762990200003
222897335.276361,3.08515173159815,3.0942920835977,3.1032345599971642,3.1124722083964476,3.121370227595112,3.130634809590899,3.1399131203696573,3.1488857399222145,3.157764538776422,3.167154112700465,3.1760229139702707,3.18504662048686,4.778308913200001e-06,5.3351586175999995e-06,5.933139264000001e-06,6.6506507028e-06,7.8127362888e-06,1.0675185849599999e-05,1.95215847036e-05,4.732121307199999e-05,0.00012929880161999997,0.00035234436118,0.00091310794324,0.00222451262952
224871890.30656254,3.085151731598117,3.094292083597659,3.103234559997114,3.1124722083963863,3.121370227595038,3.130634809590817,3.1399131203697,3.1488857399239993,3.157764538795453,3.1671541128588023,3.1760229150779042,3.185046627158906,4.820639599199999e-06,5.382371788e-06,5.9853883199999995e-06,6.7076702932e-06,7.871674735200002e-06,1.0722852407999998e-05,1.95077986992e-05,4.708307383e-05,0.00012836587136999997,0.00034948624327999997,0.0009053698913600001,0.00220532385768
226862855.75911674,3.085151731598083,3.0942920835976175,3.103234559997063,3.112472208396324,3.1213702275949626,3.130634809590734,3.139913120369738,3.148885739925749,3.1577645388141455,3.1671541130143894,3.176022916166037,3.185046633715574,4.8633215772e-06,5.4300071327999995e-06,6.038130624000001e-06,6.765183865200002e-06,7.931249208000001e-06,1.07712974848e-05,1.94955365976e-05,4.6848483607999996e-05,0.000127442892376,0.00034665482013,0.00089770312508,0.00218630284482
228871917.06047165,3.085151731598049,3.094292083597575,3.103234559997011,3.1124722083962606,3.121370227594886,3.1306348095906493,3.1399131203697714,3.1488857399274606,3.1577645388325037,3.1671541131672423,3.176022917235427,3.1850466401571533,4.9063899764e-06,5.478064652e-06,6.091295712e-06,6.8232267032e-06,7.991459707200002e-06,1.0820627241599999e-05,1.94847629592e-05,4.6617797307999995e-05,0.00012652986463799999,0.00034385044766,0.0008901040801200001,0.00216745316028
230899095.01913938,3.0851517315980144,3.094292083597532,3.103234559996958,3.112472208396196,3.1213702275948076,3.1306348095905623,3.1399131203698003,3.148885739929138,3.1577645388505324,3.167154113317416,3.1760229182858217,3.185046646486368,4.9498447968e-06,5.526544345599999e-06,6.144954048000001e-06,6.881834091600001e-06,8.052270898000001e-06,1.0870770903999998e-05,1.9475513223599997e-05,4.6390660028e-05,0.00012562678815599998,0.00034107276994,0.00088257632076,0.0021487712347200002
232944402.74443072,3.0851517315979793,3.0942920835974883,3.1032345599969045,3.1124722083961305,3.121370227594728,3.1306348095904735,3.1399131203698243,3.148885739930781,3.1577645388682347,3.1671541134649273,3.1760229193174747,3.1850466527035,4.9936509092e-06,5.575446213599998e-06,6.199105632e-06,6.940935461600002e-06,8.1136827804e-06,1.0921763859199998e-05,1.9467787390799997e-05,4.616707176799999e-05,0.00012473366292999998,0.0003383221429,0.0008751198470000001,0.00213026063748
235007845.28914216,3.0851517315979433,3.0942920835974435,3.1032345599968494,3.112472208396064,3.1213702275946473,3.130634809590383,3.1399131203698434,3.14888573993239,3.157764538885623,3.167154113609886,3.176022920331611,3.185046658813594,5.0378785719999994e-06,5.624770256e-06,6.253750464e-06,7.0006013820000005e-06,8.175766024e-06,1.0973641494399999e-05,1.94615854608e-05,4.594703252799999e-05,0.000123850133558,0.00033559714282,0.00086772753028,0.0021119106605399997
237087544.28697962,3.0851517315979065,3.094292083597398,3.103234559996794,3.112472208395996,3.1213702275945647,3.1306348095902905,3.139913120369858,3.1488857399339634,3.157764538902701,3.16715411375227,3.1760229213279714,3.185046664815691,5.082492656e-06,5.674551653999999e-06,6.308853312e-06,7.060796568400001e-06,8.238449959200003e-06,1.10263330352e-05,1.9456871993999998e-05,4.573089720999999e-05,0.00012297620003999998,0.00033289883748999997,0.0008604029348799999,0.00209372844258
239187204.19984362,3.0851517315978696,3.094292083597352,3.103234559996737,3.1124722083959266,3.121370227594481,3.130634809590196,3.139913120369868,3.148885739935506,3.157764538919479,3.1671541138921686,3.1760229223067906,3.1850466707135543,5.1274931612e-06,5.724790407599999e-06,6.364449408e-06,7.1215563052e-06,8.3018052556e-06,1.10798738688e-05,1.9453682429999996e-05,4.5517956009999996e-05,0.000122111506974,0.00033022615912,0.0008531460608000001,0.00207570684492
241306903.7404316,3.0851517315978314,3.094292083597305,3.1032345599966793,3.112472208395856,3.1213702275943955,3.130634809590099,3.139913120369873,3.148885739937016,3.1577645389359477,3.1671541140296324,3.1760229232687753,3.185046676508547,5.172915216799999e-06,5.775451335599999e-06,6.420538752e-06,7.182845308e-06,8.3657965784e-06,1.1134299382399999e-05,1.9452016768799998e-05,4.5308563829999996e-05,0.00012125676516399998,0.00032757875178,0.00084595334376,0.00205784586756
243442761.9024418,3.0851517315977928,3.094292083597257,3.1032345599966202,3.1124722083957845,3.1213702275943085,3.1306348095900005,3.1399131203698736,3.148885739938491,3.1577645389521245,3.167154114164675,3.176022924213673,3.185046682202019,5.218723693599999e-06,5.826569619199999e-06,6.4771213440000006e-06,7.244698861199999e-06,8.430423927600002e-06,1.1189609575999997e-05,1.94518395708e-05,4.510307557199999e-05,0.00012041126380599999,0.0003249569714,0.00083882834804,0.0020401455104999996
245598658.10299346,3.0851517315977537,3.094292083597208,3.1032345599965607,3.1124722083957117,3.12137022759422,3.1306348095899,3.1399131203698696,3.1488857399399364,3.157764538968013,3.1671541142973285,3.176022925142177,3.1850466877953107,5.2649537208e-06,5.878145258399999e-06,6.534232416e-06,7.3071522492000006e-06,8.495722638e-06,1.1245733675199998e-05,1.9453186275599998e-05,4.4900781432e-05,0.00011957500289999999,0.00032236081798000003,0.00083176750936,0.00202260577374
247774648.32966924,3.0851517315977137,3.0942920835971583,3.1032345599964994,3.112472208395637,3.12137022759413,3.1306348095897976,3.1399131203698607,3.1488857399413503,3.157764538983611,3.1671541144276603,3.1760229260540402,3.185046693290872,5.3115701691999995e-06,5.930143072e-06,6.5918367359999996e-06,7.3701349032e-06,8.561692709600001e-06,1.13027778416e-05,1.94560568832e-05,4.4702036312e-05,0.00011874833784799998,0.00031978957966,0.000824774392,0.00200522308794
249968697.26178166,3.085151731597673,3.0942920835971077,3.1032345599964377,3.1124722083955616,3.121370227594038,3.1306348095896928,3.139913120369847,3.1488857399427355,3.157764538998934,3.1671541145557005,3.1760229269504032,3.1850466986911026,5.358608167999999e-06,5.9826334224e-06,6.649934304e-06,7.433682107600001e-06,8.628298807600002e-06,1.1360671300799999e-05,1.9460415954e-05,4.4506485309999995e-05,0.00011793055784599999,0.00031724325643999997,0.0008178418674,0.00198799388376
